region_name,deal_ym,deal_type,building_name,umd_name,jibun,area_m2,deal_amount,deposit,monthly_rent,floor,deal_day,build_year
화곡동,202606,오피스텔_전월세,해평캐슬,화곡동,922-4,28.58,,26000,8,6,23,2024
마곡동,202606,오피스텔_전월세,매그넘793,마곡동,793-7,27.46,,1000,105,8,2,2020
마곡동,202606,오피스텔_전월세,매그넘793,마곡동,793-7,27.46,,1000,115,7,30,2020
염창동,202606,오피스텔_전월세,루미온,염창동,261-16,29.96,,13000,70,2,22,2022
화곡동,202606,오피스텔_전월세,미래안포레,화곡동,1105,20.33,,18500,0,10,20,2022
마곡동,202606,오피스텔_전월세,힐스테이트에코마곡,마곡동,797-14,24.09,,15750,15,9,24,2016
방화동,202606,오피스텔_전월세,에어뷰21-2오피스텔,방화동,830-1,26.91,,500,45,6,17,1999
가양동,202606,오피스텔_전월세,휴먼빌,가양동,1479-9,25.64,,1000,55,14,26,2004
마곡동,202606,오피스텔_전월세,마곡대명투웨니퍼스트,마곡동,784-6,17.96,,1000,70,9,25,2015
마곡동,202606,오피스텔_전월세,마곡시티오피스텔,마곡동,758,22.51,,1000,62,3,30,2016
공항동,202606,오피스텔_전월세,크라운타워,공항동,72-20,29.32,,13000,38,2,25,2024
가양동,202606,오피스텔_전월세,휴먼빌,가양동,1479-9,30.8,,1000,60,14,20,2004
화곡동,202606,오피스텔_전월세,우장산투웨니퍼스트,화곡동,72-3,29.39,,1000,95,8,17,2018
마곡동,202606,오피스텔_전월세,마곡나루역보타닉푸르지오시티,마곡동,760,19.96,,1000,74,6,13,2017
화곡동,202606,오피스텔_전월세,네스트인,화곡동,901-1,28.54,,2000,105,5,25,2022
마곡동,202606,오피스텔_전월세,마곡 파크뷰 대방디엠시티 오피스텔,마곡동,776,21.25,,1000,80,5,6,2019
마곡동,202606,오피스텔_전월세,마곡일성트루엘플래닛,마곡동,758-2,21.27,,12622,13,6,27,2016
방화동,202606,오피스텔_전월세,(620-214),방화동,620-214,27.37,,1000,55,2,24,2011
마곡동,202606,오피스텔_전월세,마곡아이파크,마곡동,795-2,25.55,,15300,9,4,15,2016
마곡동,202606,오피스텔_전월세,힐스테이트에코마곡,마곡동,797-14,24.46,,16200,15,6,29,2016
화곡동,202606,오피스텔_전월세,(24-126),화곡동,24-126,33.48,,500,60,3,11,1995
공항동,202606,오피스텔_전월세,이스카이오피스텔,공항동,49-1,24.57,,1000,60,5,30,2011
등촌동,202606,오피스텔_전월세,비원오피스텔,등촌동,648-6,36.99,,1000,65,5,29,2004
마곡동,202606,오피스텔_전월세,마곡나루역보타닉푸르지오시티,마곡동,760,22.2,,1000,80,11,26,2017
마곡동,202606,오피스텔_전월세,마곡 헤리움1차,마곡동,739-4,24.07,,1000,74,4,13,2015
마곡동,202606,오피스텔_전월세,마곡역센트럴푸르지오시티,마곡동,773-1,22.84,,1000,80,8,29,2016
마곡동,202606,오피스텔_전월세,마곡헤리움2차,마곡동,758-3,22.51,,1000,77,12,30,2016
마곡동,202606,오피스텔_전월세,엘리안,마곡동,793-4,22.23,,13000,10,8,25,2015
등촌동,202606,오피스텔_전월세,등촌동두산위브센티움,등촌동,631,22.6,,1000,70,8,10,2004
마곡동,202606,오피스텔_전월세,마곡헤리움2차,마곡동,758-3,22.51,,500,67,2,13,2016
마곡동,202606,오피스텔_전월세,힐스테이트에코동익,마곡동,773-3,24.57,,10000,50,5,19,2017
방화동,202606,오피스텔_전월세,에어뷰21-1오피스텔,방화동,829-5,24.99,,500,47,7,22,1999
등촌동,202606,오피스텔_전월세,한빛어반뉴스토리,등촌동,656-37,27.31,,20000,20,4,22,2017
마곡동,202606,오피스텔_전월세,우성르보아투,마곡동,739-2,20.24,,500,64,5,25,2015
마곡동,202606,오피스텔_전월세,마곡나루역보타닉푸르지오시티,마곡동,760,32.88,,30000,15,12,13,2017
마곡동,202606,오피스텔_전월세,마곡역센트럴푸르지오시티,마곡동,773-1,23.87,,5000,60,3,6,2016
화곡동,202606,오피스텔_전월세,골든라인씨티,화곡동,935-15,29.9,,17460,0,15,17,2019
마곡동,202606,오피스텔_전월세,마곡일성트루엘플래닛,마곡동,758-2,42.86,,2000,140,14,22,2016
화곡동,202606,오피스텔_전월세,포유,화곡동,1111-4,17.92,,1000,66,8,18,2018
마곡동,202606,오피스텔_전월세,마곡럭스나인오피스텔,마곡동,758-4,25.29,,4000,65,8,24,2016
염창동,202606,오피스텔_전월세,염창역한강투웨니퍼스트,염창동,261,29.98,,26500,0,13,23,2022
방화동,202606,오피스텔_전월세,에어뷰21-2오피스텔,방화동,830-1,26.91,,500,50,7,19,1999
마곡동,202606,오피스텔_전월세,마곡나루역보타닉푸르지오시티,마곡동,760,22.2,,500,86,11,17,2017
화곡동,202606,오피스텔_전월세,두선빌 오피스텔,화곡동,1075-15,22.54,,500,50,6,29,2002
마곡동,202606,오피스텔_전월세,힐스테이트 에코 마곡역,마곡동,773,19.97,,2000,66,8,17,2017
마곡동,202606,오피스텔_전월세,힐스테이트에코동익,마곡동,773-3,24.57,,18000,17,15,30,2017
마곡동,202606,오피스텔_전월세,마곡센트럴대방디엠시티오피스텔,마곡동,776-2,24.02,,500,73,4,19,2017
마곡동,202606,오피스텔_전월세,마곡아이파크,마곡동,795-2,25.55,,16875,0,4,15,2016
화곡동,202606,오피스텔_전월세,센트럴파크아파트,화곡동,900-47,25.43,,100,60,7,27,2021
