region_name,deal_ym,deal_type,building_name,umd_name,jibun,area_m2,deal_amount,deposit,monthly_rent,floor,deal_day,build_year
등촌동,202602,오피스텔_전월세,라빌라스,등촌동,637-19,29.99,,23400,18,8,23,2018
방화동,202602,오피스텔_전월세,방화샤르망1오피스텔,방화동,830-3,16.29,,500,33,8,2,2003
마곡동,202602,오피스텔_전월세,마곡사이언스파크뷰,마곡동,795-5,22.07,,12780,10,5,23,2016
마곡동,202602,오피스텔_전월세,마곡사이언스파크뷰,마곡동,795-5,22.07,,1000,78,11,9,2016
마곡동,202602,오피스텔_전월세,유림트윈파크,마곡동,793,19.99,,1000,68,4,3,2015
방화동,202602,오피스텔_전월세,마곡 킹덤 펜타리움,방화동,612,29.15,,20000,10,5,22,2021
마곡동,202602,오피스텔_전월세,롯데캐슬 르웨스트,마곡동,767-4,83.52,,90000,0,6,19,2024
염창동,202602,오피스텔_전월세,한빛어반뉴스토리,염창동,266-12,28.69,,2000,94,15,19,2018
마곡동,202602,오피스텔_전월세,마곡나루역보타닉푸르지오시티,마곡동,760,32.88,,3000,105,7,24,2017
마곡동,202602,오피스텔_전월세,마곡에비앙,마곡동,793-3,18.97,,500,68,5,23,2015
화곡동,202602,오피스텔_전월세,창우이지스1,화곡동,937-24,27.15,,19338,8,2,22,2019
마곡동,202602,오피스텔_전월세,힐스테이트에코동익,마곡동,773-3,24.57,,18000,0,9,14,2017
공항동,202602,오피스텔_전월세,이스카이오피스텔,공항동,49-1,19.45,,500,55,11,13,2011
마곡동,202602,오피스텔_전월세,마곡센트럴대방디엠시티오피스텔,마곡동,776-2,39.97,,34200,0,8,14,2017
등촌동,202602,오피스텔_전월세,경동미르웰양천향교2차,등촌동,685,29.68,,23400,13,7,24,2020
화곡동,202602,오피스텔_전월세,크라운뷰,화곡동,982-17,29.48,,11940,30,5,23,2009
마곡동,202602,오피스텔_전월세,마곡럭스나인오피스텔 엘동,마곡동,758-1,25.29,,17500,5,11,20,2017
마곡동,202602,오피스텔_전월세,우성르보아,마곡동,793-6,19.36,,12100,10,5,23,2015
마곡동,202602,오피스텔_전월세,세종보타닉1차,마곡동,12-2,29.98,,21000,0,5,20,2020
가양동,202602,오피스텔_전월세,마곡지웰에스테이트,가양동,194-2,17.44,,1000,35,4,21,2014
마곡동,202602,오피스텔_전월세,우성르보아투,마곡동,739-2,20.24,,500,64,8,5,2015
마곡동,202602,오피스텔_전월세,미르웰플러스오피스텔,마곡동,784-4,19.46,,500,67,12,23,2015
마곡동,202602,오피스텔_전월세,마곡나루역캐슬파크,마곡동,760-2,23.39,,12000,50,6,23,2016
마곡동,202602,오피스텔_전월세,마곡역센트럴푸르지오시티,마곡동,773-1,23,,1000,77,7,13,2016
화곡동,202602,오피스텔_전월세,제이투 리더스뷰,화곡동,935-2,29.9,,1000,110,5,9,2022
화곡동,202602,오피스텔_전월세,연우넥스트파크뷰,화곡동,1110,23.75,,21000,0,15,19,2019
마곡동,202602,오피스텔_전월세,플레이스에이치,마곡동,793-9,18.38,,10500,25,7,9,2015
마곡동,202602,오피스텔_전월세,미르웰플러스오피스텔,마곡동,784-4,19.46,,500,70,11,6,2015
마곡동,202602,오피스텔_전월세,마곡헤리움2차,마곡동,758-3,22.51,,14900,15,11,23,2016
화곡동,202602,오피스텔_전월세,늘예솔하우스,화곡동,938-9,29.51,,12000,40,3,13,2020
마곡동,202602,오피스텔_전월세,마곡나루역보타닉푸르지오시티,마곡동,760,22.2,,17100,10,11,23,2017
방화동,202602,오피스텔_전월세,라센트로,방화동,620-115,45.04,,2000,130,13,10,2022
마곡동,202602,오피스텔_전월세,마곡센트럴대방디엠시티오피스텔,마곡동,776-2,24.02,,1000,75,6,23,2017
염창동,202602,오피스텔_전월세,아네스트염창,염창동,310,18.84,,13000,11,2,11,2019
방화동,202602,오피스텔_전월세,오피앙,방화동,830,35.04,,1000,58,8,9,2001
마곡동,202602,오피스텔_전월세,마곡나루역보타닉푸르지오시티,마곡동,760,22.17,,1000,82,6,10,2017
마곡동,202602,오피스텔_전월세,마곡 파크뷰 대방디엠시티 오피스텔,마곡동,776,35.22,,32000,0,14,23,2019
등촌동,202602,오피스텔_전월세,베르데하우스,등촌동,641-8,27.9,,25000,0,7,21,2021
등촌동,202602,오피스텔_전월세,센트럴시티,등촌동,656-57,14.84,,1000,66,10,23,2020
등촌동,202602,오피스텔_전월세,등촌 미르웰 한올림 3차,등촌동,656-58,14.41,,1000,65,13,23,2018
방화동,202602,오피스텔_전월세,방화샤르망2오피스텔,방화동,830-5,17.64,,500,37,8,4,2003
마곡동,202602,오피스텔_전월세,우성르보아투,마곡동,739-2,20.24,,500,65,12,5,2015
마곡동,202602,오피스텔_전월세,마곡일성트루엘플래닛,마곡동,758-2,21.27,,1000,75,11,21,2016
등촌동,202602,오피스텔_전월세,루미에르,등촌동,641-12,26.45,,25800,0,7,17,2024
마곡동,202602,오피스텔_전월세,마곡나루역보타닉푸르지오시티,마곡동,760,22.2,,17100,10,12,9,2017
마곡동,202602,오피스텔_전월세,마곡나루역보타닉푸르지오시티,마곡동,760,22.17,,1000,78,9,7,2017
마곡동,202602,오피스텔_전월세,마곡나루역보타닉푸르지오시티,마곡동,760,22.2,,16800,3,12,21,2017
마곡동,202602,오피스텔_전월세,힐스테이트에코 마곡나루역 라마다앙코르 서울마곡,마곡동,760-1,20.1,,1000,74,12,21,2017
화곡동,202602,오피스텔_전월세,원타워 5차 오피스텔,화곡동,987-7,17.04,,14500,0,11,10,2021
가양동,202602,오피스텔_전월세,가양글로벌퍼스트,가양동,448-11,28.12,,3000,105,13,19,2018
화곡동,202602,오피스텔_전월세,원타워 5차 오피스텔,화곡동,987-7,17.04,,15300,0,14,8,2021
등촌동,202602,오피스텔_전월세,강변샤르망1단지,등촌동,628-16,63.16,,36000,0,12,23,2005
마곡동,202602,오피스텔_전월세,마곡 헤리움1차,마곡동,739-4,29.14,,16100,15,5,4,2015
화곡동,202602,오피스텔_전월세,sky palace(하늘궁전),화곡동,1051-6,21.34,,1000,71,7,23,2018
마곡동,202602,오피스텔_전월세,마곡센트럴대방디엠시티오피스텔,마곡동,776-2,24.02,,16800,15,6,21,2017
마곡동,202602,오피스텔_전월세,마곡 파크뷰 대방디엠시티 오피스텔,마곡동,776,21.25,,16740,0,11,20,2019
화곡동,202602,오피스텔_전월세,리더스텔,화곡동,1052-11,20.4,,500,52,5,16,2002
마곡동,202602,오피스텔_전월세,마곡나루역캐슬파크,마곡동,760-2,23.39,,18900,15,13,20,2016
마곡동,202602,오피스텔_전월세,마곡센트럴대방디엠시티오피스텔,마곡동,776-2,24.02,,1000,79,10,14,2017
등촌동,202602,오피스텔_전월세,등촌동성원상떼뷰오피스텔,등촌동,673-6,33.72,,1000,75,8,20,2003
등촌동,202602,오피스텔_전월세,투웨니퍼스트1차,등촌동,634-10,29.74,,20925,27,6,23,
등촌동,202602,오피스텔_전월세,강변샤르망3단지,등촌동,628-17,58.36,,31000,10,10,23,2005
등촌동,202602,오피스텔_전월세,퀸즈오피스텔,등촌동,641-10,14.53,,14000,0,8,10,2018
염창동,202602,오피스텔_전월세,한빛어반뉴스토리,염창동,266-12,28.69,,21500,17,9,21,2018
마곡동,202602,오피스텔_전월세,마곡 파크뷰 대방디엠시티 오피스텔,마곡동,776,21.02,,3000,72,12,13,2019
마곡동,202602,오피스텔_전월세,마곡 파크뷰 대방디엠시티 오피스텔,마곡동,776,26.68,,20475,0,11,20,2019
마곡동,202602,오피스텔_전월세,힐스테이트에코동익,마곡동,773-3,24.57,,1000,85,11,4,2017
마곡동,202602,오피스텔_전월세,마곡아이파크,마곡동,795-2,25.59,,15300,10,5,18,2016
마곡동,202602,오피스텔_전월세,마곡아이파크,마곡동,795-2,24.22,,15300,15,13,20,2016
마곡동,202602,오피스텔_전월세,마곡나루역보타닉푸르지오시티,마곡동,760,22.2,,5000,55,13,14,2017
마곡동,202602,오피스텔_전월세,마곡시티오피스텔,마곡동,758,22.51,,1000,75,3,14,2016
가양동,202602,오피스텔_전월세,휴먼빌,가양동,1479-9,25.64,,9500,27,12,19,2004
화곡동,202602,오피스텔_전월세,범우데시앙,화곡동,24-81,29.94,,26500,0,6,3,2023
등촌동,202602,오피스텔_전월세,루미에르,등촌동,641-12,20.8,,24300,0,6,21,2024
화곡동,202602,오피스텔_전월세,동양하우징,화곡동,899-4,39.36,,1000,100,2,23,2017
등촌동,202602,오피스텔_전월세,루미에르,등촌동,641-12,22.03,,24700,0,5,17,2024
방화동,202602,오피스텔_전월세,방화샤르망2오피스텔,방화동,830-5,17.64,,500,37,6,9,2003
공항동,202602,오피스텔_전월세,대룡드림타워-Ⅱ,공항동,45-19,25.83,,500,50,7,21,2005
염창동,202602,오피스텔_전월세,팔레시움,염창동,283-2,18.14,,1000,57,7,19,2012
염창동,202602,오피스텔_전월세,팔레시움,염창동,283-2,18.14,,1000,60,4,21,2012
화곡동,202602,오피스텔_전월세,거마지엠밸리,화곡동,1116-5,13.89,,13500,0,18,21,2020
마곡동,202602,오피스텔_전월세,마곡아이파크,마곡동,795-2,24.9,,16500,5,8,3,2016
염창동,202602,오피스텔_전월세,한빛어반뉴스토리,염창동,266-12,28.69,,18000,32,14,21,2018
마곡동,202602,오피스텔_전월세,마곡아이파크,마곡동,795-2,25.59,,15300,0,10,20,2016
마곡동,202602,오피스텔_전월세,유림트윈파크,마곡동,793,19.99,,1000,59,10,20,2015
등촌동,202602,오피스텔_전월세,경동미르웰한올림,등촌동,656-1,17.99,,12000,10,6,19,2016
마곡동,202602,오피스텔_전월세,마곡일성트루엘플래닛,마곡동,758-2,42.86,,32000,0,14,6,2016
마곡동,202602,오피스텔_전월세,스카이오피스텔,마곡동,784-3,17.52,,10890,8,7,20,2016
화곡동,202602,오피스텔_전월세,화곡투웨니퍼스트,화곡동,105-378,28.45,,1000,99,5,9,2018
마곡동,202602,오피스텔_전월세,힐스테이트에코 마곡나루역 라마다앙코르 서울마곡,마곡동,760-1,20.1,,14500,15,5,20,2017
방화동,202602,오피스텔_전월세,에어뷰21-2오피스텔,방화동,830-1,26.22,,500,50,3,7,1999
등촌동,202602,오피스텔_전월세,아리움 205,등촌동,510-15,29.97,,2000,108,7,13,2023
마곡동,202602,오피스텔_전월세,마곡오드카운티2차,마곡동,784-9,20.82,,4000,55,8,6,
방화동,202602,오피스텔_전월세,스카이그린빌,방화동,612-60,17.7,,500,46,6,6,2011
등촌동,202602,오피스텔_전월세,강서메트로칸,등촌동,656-52,17.34,,3500,44,15,4,2013
마곡동,202602,오피스텔_전월세,마곡에비앙,마곡동,793-3,18.97,,3000,55,3,5,2015
마곡동,202602,오피스텔_전월세,마곡아이파크,마곡동,795-2,24.14,,17010,0,5,20,2016
등촌동,202602,오피스텔_전월세,태양빌딩,등촌동,654-61,17.08,,1000,40,4,20,2004
등촌동,202602,오피스텔_전월세,라움 팰리스,등촌동,636-3,22.53,,1000,80,2,20,2020
화곡동,202602,오피스텔_전월세,강서 동도센트리움,화곡동,1161,18.97,,500,50,11,20,2012
등촌동,202602,오피스텔_전월세,센트럴시티,등촌동,656-57,14.84,,1000,70,10,8,2020
등촌동,202602,오피스텔_전월세,경동미르웰양천향교2차,등촌동,685,29.68,,2000,98,15,7,2020
화곡동,202602,오피스텔_전월세,자하클래식,화곡동,24-39,15.88,,12000,8,10,13,2018
마곡동,202602,오피스텔_전월세,마곡센트럴대방디엠시티오피스텔,마곡동,776-2,39.97,,1000,130,13,4,2017
화곡동,202602,오피스텔_전월세,크라운뷰,화곡동,982-17,51.14,,1000,75,13,14,2009
마곡동,202602,오피스텔_전월세,마곡헤리움2차,마곡동,758-3,22.51,,10000,40,10,7,2016
등촌동,202602,오피스텔_전월세,비원오피스텔,등촌동,648-6,36.99,,1000,65,10,20,2004
마곡동,202602,오피스텔_전월세,마곡센트럴대방디엠시티오피스텔,마곡동,776-2,29.48,,1000,76,3,19,2017
화곡동,202602,오피스텔_전월세,에스엠케이오피스텔,화곡동,937-13,19.74,,12000,0,2,20,2019
등촌동,202602,오피스텔_전월세,DongNam II,등촌동,631-17,24.79,,3000,73,2,3,2021
방화동,202602,오피스텔_전월세,벤처오피스텔,방화동,620-52,24.96,,500,50,10,2,2002
마곡동,202602,오피스텔_전월세,힐스테이트에코마곡,마곡동,797-14,24.46,,1000,83,8,10,2016
마곡동,202602,오피스텔_전월세,마곡센트럴대방디엠시티오피스텔,마곡동,776-2,24.02,,1000,83,3,13,2017
등촌동,202602,오피스텔_전월세,태양빌딩,등촌동,654-61,17.08,,1000,40,6,13,2004
등촌동,202602,오피스텔_전월세,호성스카이오피스텔,등촌동,847,26.79,,20000,0,6,13,2020
마곡동,202602,오피스텔_전월세,롯데캐슬 르웨스트,마곡동,767-4,69.84,,30000,190,12,7,2024
방화동,202602,오피스텔_전월세,펜타곤스카이,방화동,620-129,35.12,,29000,0,11,12,2022
마곡동,202602,오피스텔_전월세,마곡나루역캐슬파크,마곡동,760-2,23.39,,18900,4,7,20,2016
등촌동,202602,오피스텔_전월세,우림보보카운티뷰,등촌동,649-14,25.17,,11400,20,14,19,2004
화곡동,202602,오피스텔_전월세,sky palace(하늘궁전),화곡동,1051-6,23.12,,5000,51,8,5,2018
화곡동,202602,오피스텔_전월세,(24-107),화곡동,24-107,25.97,,500,45,3,6,1997
화곡동,202602,오피스텔_전월세,한나일프레이즈,화곡동,1097-6,12.54,,5500,0,9,20,2010
마곡동,202602,오피스텔_전월세,힐스테이트 에코 마곡역,마곡동,773,19.87,,1000,64,5,19,2017
화곡동,202602,오피스텔_전월세,(1063-17),화곡동,1063-17,22.79,,500,48,6,13,2002
마곡동,202602,오피스텔_전월세,마곡일성트루엘플래닛,마곡동,758-2,21.43,,1000,73,4,19,2016
등촌동,202602,오피스텔_전월세,호성스카이오피스텔,등촌동,847,26.79,,1000,102,8,10,2020
가양동,202602,오피스텔_전월세,마곡보타닉투웨니퍼스트,가양동,257-1,28.33,,24300,15,13,14,2020
마곡동,202602,오피스텔_전월세,마곡센트럴대방디엠시티오피스텔,마곡동,776-2,29.48,,21300,0,11,19,2017
염창동,202602,오피스텔_전월세,그린뷰,염창동,261-12,19.9,,1000,65,3,13,2018
염창동,202602,오피스텔_전월세,염창이레타워벨리스,염창동,264-16,27.27,,28000,0,11,19,2022
마곡동,202602,오피스텔_전월세,마곡센트럴대방디엠시티오피스텔,마곡동,776-2,24.02,,1000,73,6,12,2017
등촌동,202602,오피스텔_전월세,등촌동두산위브센티움,등촌동,631,28.45,,1000,71,5,13,2004
등촌동,202602,오피스텔_전월세,강서메트로칸,등촌동,656-52,18.24,,500,55,9,9,2013
등촌동,202602,오피스텔_전월세,경동미르웰한올림,등촌동,656,16.19,,1000,65,6,2,2016
마곡동,202602,오피스텔_전월세,힐스테이트에코동익,마곡동,773-3,24.57,,18400,0,7,11,2017
염창동,202602,오피스텔_전월세,서경팰리스,염창동,267-10,28.69,,22500,13,6,18,2018
마곡동,202602,오피스텔_전월세,필네이처,마곡동,795-1,22.16,,1000,78,10,2,2016
마곡동,202602,오피스텔_전월세,마곡센트럴대방디엠시티오피스텔,마곡동,776-2,24.02,,16400,10,3,14,2017
화곡동,202602,오피스텔_전월세,연우넥스트뷰,화곡동,1107-3,17.32,,13500,0,8,19,2018
화곡동,202602,오피스텔_전월세,원타워 5차 오피스텔,화곡동,987-7,17.04,,1000,63,15,19,2021
화곡동,202602,오피스텔_전월세,크라운뷰,화곡동,982-17,51.14,,11000,40,13,6,2009
마곡동,202602,오피스텔_전월세,마곡럭스나인오피스텔,마곡동,758-4,21.87,,14530,10,6,19,2016
화곡동,202602,오피스텔_전월세,자하클래식,화곡동,24-39,15.88,,12000,0,9,7,2018
마곡동,202602,오피스텔_전월세,마곡에비앙,마곡동,793-3,18.97,,1000,67,9,19,2015
마곡동,202602,오피스텔_전월세,마곡일성트루엘플래닛,마곡동,758-2,21.43,,1000,73,10,14,2016
마곡동,202602,오피스텔_전월세,마곡센트럴대방디엠시티오피스텔,마곡동,776-2,39.97,,1000,135,3,19,2017
마곡동,202602,오피스텔_전월세,마곡나루역캐슬파크,마곡동,760-2,23.39,,18900,5,5,13,2016
마곡동,202602,오피스텔_전월세,힐스테이트 에코 마곡역,마곡동,773,19.87,,1000,58,9,14,2017
등촌동,202602,오피스텔_전월세,경동미르웰양천향교2차,등촌동,685,29.68,,23400,17,12,14,2020
마곡동,202602,오피스텔_전월세,마곡 파크뷰 대방디엠시티 오피스텔,마곡동,776,21.25,,16740,0,8,14,2019
염창동,202602,오피스텔_전월세,염창이레타워벨리스,염창동,264-16,27.27,,28000,0,12,19,2022
화곡동,202602,오피스텔_전월세,SJ라벨라,화곡동,1111,22.37,,5000,60,11,14,2020
마곡동,202602,오피스텔_전월세,마곡 헤리움1차,마곡동,739-4,24.07,,1000,72,11,2,2015
화곡동,202602,오피스텔_전월세,에스엠케이오피스텔,화곡동,937-13,19.74,,12000,0,10,19,2019
등촌동,202602,오피스텔_전월세,아이디움,등촌동,656-36,17.31,,1000,52,4,13,2014
마곡동,202602,오피스텔_전월세,마곡아이파크,마곡동,795-2,25.59,,1000,71,8,19,2016
마곡동,202602,오피스텔_전월세,마곡일성트루엘플래닛,마곡동,758-2,21.27,,500,62,7,14,2016
마곡동,202602,오피스텔_전월세,마곡센트럴대방디엠시티오피스텔,마곡동,776-2,24.02,,1000,78,12,3,2017
마곡동,202602,오피스텔_전월세,마곡나루역보타닉푸르지오시티,마곡동,760,32.88,,27800,0,3,13,2017
화곡동,202602,오피스텔_전월세,갤러리빌,화곡동,24-539,17.28,,1000,50,2,14,2011
화곡동,202602,오피스텔_전월세,제이투리더스뷰,화곡동,903-5,27.24,,22000,0,6,7,2019
마곡동,202602,오피스텔_전월세,필네이처,마곡동,795-1,22.16,,1000,76,3,13,2016
마곡동,202602,오피스텔_전월세,마곡럭스나인오피스텔,마곡동,758-4,21.87,,14500,15,11,12,2016
화곡동,202602,오피스텔_전월세,경동엠파이어시티 101동,화곡동,1051-1,15.63,,500,50,12,13,2013
화곡동,202602,오피스텔_전월세,강서크라운팰리스,화곡동,998-5,29.98,,20520,0,3,10,2019
마곡동,202602,오피스텔_전월세,마곡 파크뷰 대방디엠시티 오피스텔,마곡동,776,21.25,,1000,76,6,6,2019
화곡동,202602,오피스텔_전월세,GM Valley,화곡동,899-27,36.84,,18400,0,4,14,2018
마곡동,202602,오피스텔_전월세,필네이처,마곡동,795-1,22.16,,1000,70,7,14,2016
마곡동,202602,오피스텔_전월세,마곡나루역캐슬파크,마곡동,760-2,23.39,,5000,70,14,11,2016
마곡동,202602,오피스텔_전월세,마곡센트럴대방디엠시티오피스텔,마곡동,776-2,24.02,,1000,83,5,10,2017
마곡동,202602,오피스텔_전월세,힐스테이트 에코 마곡역,마곡동,773,42.41,,3000,128,11,4,2017
화곡동,202602,오피스텔_전월세,강서구청 파크뷰 에버,화곡동,987-1,15.46,,1000,58,12,2,2020
마곡동,202602,오피스텔_전월세,마곡나루역보타닉푸르지오시티,마곡동,760,19.96,,1000,75,10,12,2017
마곡동,202602,오피스텔_전월세,마곡시티오피스텔,마곡동,758,22.51,,1000,75,5,11,2016
염창동,202602,오피스텔_전월세,서경팰리스,염창동,267-10,28.69,,21000,20,8,14,2018
마곡동,202602,오피스텔_전월세,힐스테이트에코동익,마곡동,773-3,24.57,,3000,70,7,12,2017
마곡동,202602,오피스텔_전월세,마곡나루역캐슬파크,마곡동,760-2,25.6,,19000,15,9,3,2016
염창동,202602,오피스텔_전월세,서경팰리스,염창동,267-10,28.69,,21900,13,3,18,2018
염창동,202602,오피스텔_전월세,맥시하우스,염창동,241-11,15.6,,14800,3,3,14,2018
마곡동,202602,오피스텔_전월세,마곡나루역보타닉푸르지오시티,마곡동,760,22.2,,500,79,12,11,2017
염창동,202602,오피스텔_전월세,한빛어반뉴스토리,염창동,266-12,28.69,,21600,23,4,13,2018
염창동,202602,오피스텔_전월세,염창역한강투웨니퍼스트,염창동,261,29.98,,10000,80,8,14,2022
염창동,202602,오피스텔_전월세,한경 렉스플레이스,염창동,262-4,34.91,,31000,0,3,13,2021
마곡동,202602,오피스텔_전월세,마곡 헤리움1차,마곡동,739-4,24.07,,13700,15,4,13,2015
화곡동,202602,오피스텔_전월세,해평스퀘어,화곡동,922-11,21.54,,12000,25,3,4,2018
화곡동,202602,오피스텔_전월세,크라운뷰,화곡동,982-17,49.22,,5900,68,8,4,2009
공항동,202602,오피스텔_전월세,크라운타워,공항동,72-20,28.43,,13000,22,8,12,2024
마곡동,202602,오피스텔_전월세,마곡센트럴대방디엠시티오피스텔,마곡동,776-2,39.97,,34000,0,8,13,2017
가양동,202602,오피스텔_전월세,동양 트레벨 스카이 오피스텔,가양동,1479-8,24.36,,1000,55,13,13,2003
마곡동,202602,오피스텔_전월세,마곡사이언스파크뷰,마곡동,795-5,26.76,,1000,83,14,10,2016
마곡동,202602,오피스텔_전월세,매그넘793,마곡동,793-7,27.46,,3000,103,7,13,2020
가양동,202602,오피스텔_전월세,마곡파크뷰비동,가양동,275-18,28.89,,21500,0,2,13,2017
마곡동,202602,오피스텔_전월세,아르디에,마곡동,784-13,18.59,,1000,67,7,12,2015
마곡동,202602,오피스텔_전월세,힐스테이트에코마곡,마곡동,797-14,24.09,,15690,3,9,10,2016
마곡동,202602,오피스텔_전월세,힐스테이트에코 마곡나루역 라마다앙코르 서울마곡,마곡동,760-1,20.84,,15300,15,5,12,2017
마곡동,202602,오피스텔_전월세,우성르보아투,마곡동,739-2,20.24,,1000,62,11,13,2015
마곡동,202602,오피스텔_전월세,힐스테이트 에코 마곡역,마곡동,773,19.87,,10000,35,11,13,2017
화곡동,202602,오피스텔_전월세,(46-217),화곡동,46-217,31.28,,500,70,1,12,1997
마곡동,202602,오피스텔_전월세,마곡센트럴대방디엠시티오피스텔,마곡동,776-2,24.02,,1000,75,11,13,2017
등촌동,202602,오피스텔_전월세,경동미르웰양천향교2차,등촌동,685,29.68,,23400,0,15,13,2020
마곡동,202602,오피스텔_전월세,힐스테이트에코동익,마곡동,773-3,24.57,,18400,0,11,10,2017
화곡동,202602,오피스텔_전월세,인터시티오피스텔,화곡동,343-32,35.01,,1000,70,8,6,2002
화곡동,202602,오피스텔_전월세,연우넥스트파크뷰,화곡동,1110,23.75,,20000,0,11,13,2019
마곡동,202602,오피스텔_전월세,마곡역센트럴푸르지오시티,마곡동,773-1,23,,1000,80,4,13,2016
가양동,202602,오피스텔_전월세,마곡크리스아크,가양동,250-1,32.48,,27300,0,9,12,2021
마곡동,202602,오피스텔_전월세,힐스테이트에코동익,마곡동,773-3,24.57,,18450,10,3,7,2017
마곡동,202602,오피스텔_전월세,엠코지니어스타,마곡동,776-4,24.83,,16100,10,5,12,2015
마곡동,202602,오피스텔_전월세,필네이처,마곡동,795-1,22.16,,12600,17,3,12,2016
마곡동,202602,오피스텔_전월세,엠코지니어스타,마곡동,776-4,23.84,,15600,10,10,13,2015
가양동,202602,오피스텔_전월세,마곡보타닉투웨니퍼스트,가양동,257-1,28.33,,24255,0,3,8,2020
마곡동,202602,오피스텔_전월세,마곡나루역보타닉푸르지오시티,마곡동,760,22.2,,500,73,10,11,2017
가양동,202602,오피스텔_전월세,마곡보타닉투웨니퍼스트,가양동,257-1,28.33,,24300,22,5,13,2020
방화동,202602,오피스텔_전월세,신마곡벽산블루밍,방화동,904,46.89,,27500,0,6,11,2020
염창동,202602,오피스텔_전월세,염창역한강투웨니퍼스트,염창동,261,29.98,,2000,110,9,12,2022
등촌동,202602,오피스텔_전월세,등촌2차 크라운팰리스,등촌동,641-2,37.3,,29000,0,5,12,2020
등촌동,202602,오피스텔_전월세,베르데하우스,등촌동,641-8,27.9,,25100,0,5,11,2021
화곡동,202602,오피스텔_전월세,동인쉐르빌,화곡동,1063-5,22.66,,500,47,3,6,2003
화곡동,202602,오피스텔_전월세,마크원 강서,화곡동,899-5,43.96,,3000,154,10,6,2025
염창동,202602,오피스텔_전월세,한빛어반뉴스토리,염창동,266-12,28.69,,23100,0,13,13,2018
마곡동,202602,오피스텔_전월세,힐스테이트에코동익,마곡동,773-3,24.57,,17709,0,14,6,2017
화곡동,202602,오피스텔_전월세,포유,화곡동,1111-4,17.92,,14700,0,12,7,2018
마곡동,202602,오피스텔_전월세,마곡오드카운티1차,마곡동,784-11,37.86,,26280,9,10,12,2016
마곡동,202602,오피스텔_전월세,엘리안,마곡동,793-4,22.23,,1000,70,9,11,2015
마곡동,202602,오피스텔_전월세,마곡일성트루엘플래닛,마곡동,758-2,21.43,,13000,10,8,12,2016
마곡동,202602,오피스텔_전월세,힐스테이트에코마곡,마곡동,797-14,23.74,,1000,80,14,4,2016
염창동,202602,오피스텔_전월세,한빛어반뉴스토리,염창동,266-12,28.69,,21500,18,8,10,2018
화곡동,202602,오피스텔_전월세,화곡SJ라벨라,화곡동,921-6,42.13,,2000,130,8,6,2022
마곡동,202602,오피스텔_전월세,마곡럭스나인오피스텔,마곡동,758-4,32.58,,2000,110,14,5,2016
화곡동,202602,오피스텔_전월세,연우넥스트파크뷰,화곡동,1110,15.29,,500,70,12,3,2019
마곡동,202602,오피스텔_전월세,마곡경동미르웰,마곡동,784,17.96,,3200,60,5,9,2015
등촌동,202602,오피스텔_전월세,유원더블레스,등촌동,637-27,52,,23600,0,1,11,2020
마곡동,202602,오피스텔_전월세,마곡대명투웨니퍼스트,마곡동,784-6,17.96,,1000,70,10,7,2015
등촌동,202602,오피스텔_전월세,DongNam II,등촌동,631-17,24.79,,3000,69,3,12,2021
화곡동,202602,오피스텔_전월세,SJ라벨라,화곡동,1111,20.38,,4110,17,13,11,2020
마곡동,202602,오피스텔_전월세,아르디에,마곡동,784-13,18.59,,500,51,2,10,2015
방화동,202602,오피스텔_전월세,공항오피스텔,방화동,620-175,21.42,,500,47,7,3,2001
마곡동,202602,오피스텔_전월세,마곡센트럴대방디엠시티오피스텔,마곡동,776-2,39.97,,28500,21,4,12,2017
마곡동,202602,오피스텔_전월세,힐스테이트에코마곡,마곡동,797-14,42.26,,31500,6,14,6,2016
마곡동,202602,오피스텔_전월세,힐스테이트에코 마곡나루역 라마다앙코르 서울마곡,마곡동,760-1,21.5,,15660,12,3,11,2017
화곡동,202602,오피스텔_전월세,(901-5),화곡동,901-5,17.28,,500,60,7,12,2012
마곡동,202602,오피스텔_전월세,마곡헤리움2차,마곡동,758-3,22.51,,14960,15,12,12,2016
방화동,202602,오피스텔_전월세,펜타곤스카이,방화동,620-129,37.83,,30000,0,13,12,2022
화곡동,202602,오피스텔_전월세,서명더퍼스트,화곡동,1026-25,33.61,,28600,0,7,10,2019
마곡동,202602,오피스텔_전월세,마곡대명투웨니퍼스트,마곡동,784-6,17.96,,1000,67,10,7,2015
방화동,202602,오피스텔_전월세,오피앙2,방화동,829,22.5,,500,43,8,10,2002
염창동,202602,오피스텔_전월세,한빛어반뉴스토리,염창동,266-12,28.69,,21600,20,4,12,2018
마곡동,202602,오피스텔_전월세,마곡럭스나인오피스텔,마곡동,758-4,21.87,,13000,10,5,3,2016
마곡동,202602,오피스텔_전월세,마곡시티오피스텔,마곡동,758,24.4,,1000,71,5,12,2016
마곡동,202602,오피스텔_전월세,힐스테이트 에코 마곡역,마곡동,773,19.97,,1000,82,9,6,2017
방화동,202602,오피스텔_전월세,오피앙,방화동,830,28.5,,1000,55,5,12,2001
방화동,202602,오피스텔_전월세,벽산에어트리움,방화동,849,26.53,,500,55,6,12,2003
방화동,202602,오피스텔_전월세,스카이그린빌,방화동,612-60,20.16,,500,52,7,7,2011
염창동,202602,오피스텔_전월세,한빛어반뉴스토리,염창동,266-12,28.69,,21600,15,15,10,2018
